ErrorCode,ErrorInfo,ErrorMessage
M01,M01131005,多通貨クレジットカード決済カード番号が最大桁数を超えています。
M01,M01131006,多通貨クレジットカード決済カード番号が数値でありません。
M01,M01131010,多通貨クレジットカード決済入力されたカード番号は対応していません。
M01,M01131011,多通貨クレジットカード決済カード番号が10桁～16桁の範囲ではありません。
M01,M01133001,多通貨クレジットカード決済有効期限が指定されていません。
M01,M01133005,多通貨クレジットカード決済有効期限が4桁ではありません。
M01,M01133006,多通貨クレジットカード決済有効期限に数字以外の文字が含まれています。
M01,M01134008,多通貨クレジットカード決済セキュリティコードの書式が正しくありません。
M01,M01135005,LINE  Pay決済通貨コードの指定が正しくありません。
M01,M01135010,LINE  Pay決済通貨コードの指定が正しくありません。
M01,M01135013,LINE  Pay決済通貨コードに無効な文字が含まれています。
M01,M01136001,LINE  Pay決済商品名が指定されていません。
M01,M01136005,LINE  Pay決済商品名が最大桁数を超えています。
M01,M01137005,LINE  Pay決済商品画像URLが最大桁数を超えています。
M01,M01138005,LINE  Pay決済LINE  Member  IDが最大桁数を超えています。
M01,M01139005,LINE  Pay決済パッケージ名が最大桁数を超えています。
M01,M01140005,LINE  Pay決済受取人の連絡先が最大桁数を超えています。
M01,M01141001,LINE  Pay決済キャンセル金額が指定されていません。
M01,M01141005,LINE  Pay決済キャンセル金額が最大桁数を超えています。
M01,M01141006,LINE  Pay決済キャンセル金額に数字以外の文字が含まれています。
M01,M01141011,LINE  Pay決済キャンセル金額の指定範囲が正しくありません。
M01,M01142005,LINE  Pay決済キャンセル税送料が最大桁数を超えています。
M01,M01142006,LINE  Pay決済キャンセル税送料に数字以外の文字が含まれています。
M01,M01148010,LINE  Pay決済ユーザー端末情報の指定が正しくありません。
M01,M01150001,LINE  Pay決済処理NG時URLが指定されていません。
M01,M01150012,LINE  Pay決済処理NG時URLが最大バイト数を超えています。
M01,M01151005,LINE  Pay決済言語コードが最大桁数を超えています。
M01,M01153005,ネット銀聯決済商品名称が最大桁数を超えています。
M01,M01153013,ネット銀聯決済商品名称に禁則文字が指定されています。
M01,M01157001,ネット銀聯決済処理NG時URLが指定されていません。
M01,M01157005,ネット銀聯決済処理NG時URLが最大バイト数を超えています。
M01,M01158001,ネット銀聯決済キャンセル金額の指定が正しくありません。
M01,M01158005,ネット銀聯決済キャンセル金額の桁数が正しくありません。
M01,M01158006,ネット銀聯決済キャンセル金額に数字以外の文字が含まれています。
M01,M01201001,ソフトバンクまとめて支払い(B)継続課金初月無料フラグが指定されていません。
M01,M01201008,ソフトバンクまとめて支払い(B)継続課金初月無料フラグの書式が正しくありません。
M01,M01202001,ソフトバンクまとめて支払い(B)継続課金課金基準日が指定されていません。
M01,M01202006,ソフトバンクまとめて支払い(B)継続課金課金基準日に数字以外の文字が含まれています。
M01,M01202010,ソフトバンクまとめて支払い(B)継続課金課金基準日の指定が正しくありません。
M01,M01203001,ソフトバンクまとめて支払い(B)継続課金課金月が指定されていません。
M01,M01203005,ソフトバンクまとめて支払い(B)継続課金課金月が最大桁数を超えています。
M01,M01203006,ソフトバンクまとめて支払い(B)継続課金課金月に数字以外の文字が含まれています。
M01,M01203010,ソフトバンクまとめて支払い(B)継続課金課金月の指定が正しくありません。
M01,M01204002,指定された取引が存在しません。
M01,M01232001,リクルートかんたん支払い商品名が指定されていません。
M01,M01232005,リクルートかんたん支払い商品名が最大バイト数を超えています。
M01,M01232013,リクルートかんたん支払い商品名に禁則文字が指定されています。
M01,M01233011,リクルートかんたん支払い売上確定後の取引に対して、操作可能期限が過ぎています。
M01,M01234010,リクルートかんたん支払い金額変更時の入力金額が妥当ではありません。
M01,M01235010,リクルートかんたん支払い金額変更を行うことが出来ない期間です。
M01,M01236002,リクルートかんたん支払いオーソリ期限延長の対象となる決済が存在しません。
M01,M01237011,リクルートかんたん支払いオーソリ期限延長の実施可能期限が過ぎています。
M01,M01250001,リクルートかんたん支払い継続課金商品名が指定されていません。
M01,M01250005,リクルートかんたん支払い継続課金商品名が最大バイト数を超えています。
M01,M01250012,リクルートかんたん支払い継続課金商品名が最大バイト数を超えています。
M01,M01250013,リクルートかんたん支払い継続課金商品名に禁則文字が指定されています。
M01,M01251001,リクルートかんたん支払い継続課金課金基準日が指定されていません。
M01,M01251006,リクルートかんたん支払い継続課金課金基準日に数字以外の文字が含まれています。
M01,M01251010,リクルートかんたん支払い継続課金課金基準日の指定が正しくありません。
M01,M01252001,リクルートかんたん支払い継続課金初月無料フラグが指定されていません。
M01,M01252008,リクルートかんたん支払い継続課金初月無料フラグの書式が正しくありません。
M01,M01253001,リクルートかんたん支払い継続課金課金月が指定されていません。
M01,M01253005,リクルートかんたん支払い継続課金課金月が最大桁数を超えています。
M01,M01253006,リクルートかんたん支払い継続課金課金月に数字以外の文字が含まれています。
M01,M01253010,リクルートかんたん支払い継続課金課金月の指定が正しくありません。
M01,M01254002,リクルートかんたん支払い継続課金指定された課金データが存在しません。
M01,M01255011,リクルートかんたん支払い継続課金課金確定後の課金データに対して、操作可能期限が過ぎています。
M01,M01257010,リクルートかんたん支払い継続課金金額変更時の入力金額が妥当ではありません。
M01,M01320005,決済タイプが最大桁数を超えています。
M01,M01320013,決済タイプに指定できない値です。
M01,M01108012,商品ID最大桁数を超えています。
M01,M01108013,商品ID無効な文字が含まれます。
M01,M01109012,サブ商品ID最大桁数を超えています。
M01,M01109013,サブ商品ID無効な文字が含まれます。
M01,M01110012,商品名最大桁数を超えています。
M01,M01111012,決済戻しURLが最大桁数を超えています。
M01,M01111013,決済戻しURL無効な文字が含まれます。
M01,M01112012,決済失敗戻しURLが最大桁数を超えています。
M01,M01112013,決済失敗戻しURL無効な文字が含まれます。
M01,M01500001,ショップ情報文字列が設定されていません。
M01,M01500005,ショップ情報文字列の文字数が間違っています。
M01,M01500012,ショップ情報文字列が他の項目と矛盾しています。
M01,M01510001,購買情報文字列が設定されていません。
M01,M01510005,購買情報文字列の文字数が間違っています。
M01,M01510012,購買情報文字列が他の項目と矛盾しています。
M01,M01520002,ユーザー利用端末情報に無効な値が設定されています。
M01,M01530001,決済結果戻り先URLが設定されていません。
M01,M01530005,決済結果戻り先URLが最大文字数を越えています。
M01,M01540005,決済キャンセル時URLが最大文字数を超えています。
M01,M01550001,日時情報文字列が設定されていません。
M01,M01550005,日時情報文字列の文字数が間違っています。
M01,M01550006,日時情報文字列に無効な文字が含まれます。
M01,M01590005,商品コードが最大桁数を超えています。
M01,M01590006,商品コードに無効な文字が含まれます。
M01,M01600001,会員情報チェック文字列が設定されていません。
M01,M01600005,会員情報チェック文字列が最大文字数を超えています。
M01,M01600012,会員情報チェック文字列が他の項目と矛盾しています。
M01,M01610005,リトライ回数が0～99の範囲外です。
M01,M01610006,リトライ回数に数字以外が設定されています。
M01,M01620005,セッションタイムアウト値が0～9999の範囲外です。
M01,M01620006,セッションタイムアウト値に数字以外が設定されています。
M01,M01630010,取引後カード登録時、取引の会員I Dとパラメータの会員IDが一致しません。
M01,M01640010,取引後カード登録時、取引のサイトIDとパラメータのサイトIDが一致しません。
M01,M01650012,指定されたショップは、指定されたサイトに属していません。
M01,M01660013,言語パラメータにサポートされない値が設定されています。
M01,M01670013,出力エンコーディングにサポートされない値が設定されています。
M01,M01680001,決済利用フラグが設定されていません。
M01,M01680008,"決済利用フラグに”0”,”1”以外の値が指定されています。"
M01,M01690001,URL不正。リンクタイプドメインの契約がありません。
M01,M01690002,URL不正。リンクタイプドメインが利用可能ではありません。
M01,M01690003,URL不正。リンクタイプドメインで設定されたドメインと異なります。
M01,M01700001,メールリンクのご利用契約が無いか、利用停止中です。
M01,M01701002,呼び出したメールリンクデータは存在しません。
M01,M01702003,呼び出したメールリンクデータは有効期限切れです。
M01,M01703001,ユニーク文字列が指定されていません。
M01,M01703005,ユニーク文字列の長さが32バイト以外です。
M01,M01704005,テンプレート番号が1桁を超えています。
M01,M01704006,テンプレート番号に数字以外が設定されています。
M11,M11010099,この取引は決済が終了していません。
M11,M11010999,特になし
M91,M91099999,決済処理に失敗しました。
E01,E01144001,CheckStringが指定されていません。
E01,E01144010,CheckStringが不正です。
E01,E01220002,申込書再送および管理画面再入力をお願いします。
E61,E61145002,LINE  Pay  決済LINE  Pay連動情報の設定が正しくありません。
E61,E61152002,ネット銀聯決済ネット銀聯連動情報の設定が正しくありません。
E61,E61258001,ネット銀聯決済ネット銀聯連動情報の設定が正しくありません。
